title,website,price,date
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,183.3809911079,01/02/15 01:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,94.0035159275,01/02/15 02:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,89.4455876986,01/02/15 03:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,95.69229899,01/02/15 04:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,25.3688632587,01/02/15 05:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,63.4834950847,01/02/15 06:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,82.5809526197,01/02/15 07:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,166.4358963281,01/02/15 08:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,143.8889397168,01/02/15 09:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,78.9939342465,01/02/15 10:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,196.1478114641,01/02/15 11:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,4.1559737575,01/03/15 12:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,194.7390513481,01/03/15 01:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,34.2277071081,01/03/15 02:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,27.9915067204,01/03/15 03:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,192.6342364729,01/03/15 04:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,3.8913907104,01/03/15 05:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,38.9195280514,01/03/15 06:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,113.2068837398,01/03/15 07:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,13.8837823129,01/03/15 08:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,97.8744422759,01/03/15 09:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,77.77395572,01/03/15 10:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,68.8636276135,01/03/15 11:25 AM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,85.6996027318,01/03/15 12:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,7.5582486566,01/03/15 1:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,175.418740961,01/03/15 03:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,183.084382248,01/03/15 05:25 PM
EF-S 10-18mm f/4.5-5.6 IS STM Refurbished,https://shop.usa.canon.com/shop/en/catalog/ef-s-10-18mm-f45-56-is-stm-refurbished,53.9376939028,01/03/15 07:25 PM
