title,website,price,date
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,777.4755706463,01/02/15 01:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1137.5409771409,01/02/15 02:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,543.3144176804,01/02/15 03:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,586.1911908859,01/02/15 04:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,305.7344784532,01/02/15 05:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,116.2543551491,01/02/15 06:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1110.2103156853,01/02/15 07:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,2244.9787111055,01/02/15 08:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1221.775156919,01/02/15 09:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,376.8998908174,01/02/15 10:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,513.2773612762,01/02/15 11:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,938.4537142206,01/03/15 12:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1719.8470902457,01/03/15 01:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1306.1071525023,01/03/15 02:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,2186.4093378702,01/03/15 03:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1778.3736816717,01/03/15 04:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,2040.9706629232,01/03/15 05:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1880.4644349047,01/03/15 06:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,456.0554794623,01/03/15 07:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1891.9369320458,01/03/15 08:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,2438.6571722457,01/03/15 09:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1046.4025546278,01/03/15 10:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,2102.3898855538,01/03/15 11:25 AM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,1516.7082753539,01/03/15 12:25 PM
EF 70-200mm f/4L IS USM,https://shop.usa.canon.com/shop/en/catalog/ef-70-200mm-f-4l-is-usm,664.8764146809,01/03/15 01:25 PM
